id,title,content,category
classement_25,Epperly,"Constructeur: Epperly. Nationalite: États-Unis. 2 victoires. Periode d'activite: 1955, 1957--1960. Premiere victoire: Indianapolis 1957. Derniere victoire: Indianapolis 1958.",classements
classement_26,AlphaTauri/Toro Rosso,Constructeur: AlphaTauri/Toro Rosso. Nationalite: Italie. 2 victoires. Periode d'activite: 2006--. Premiere victoire: Italie 2008. Derniere victoire: Italie 2020.,classements
classement_27,Lotus F1,Constructeur: Lotus F1. Nationalite: Royaume-Uni. 2 victoires. Periode d'activite: 2012--2015. Premiere victoire: Abou Dabi 2012. Derniere victoire: Australie 2013.,classements
classement_28,Kuzma,Constructeur: Kuzma. Nationalite: États-Unis. 1 victoires. Periode d'activite: 1951--1960. Premiere victoire: Indianapolis 1955. ,classements
classement_29,Porsche,Constructeur: Porsche. Nationalite: Allemagne. 1 victoires. Periode d'activite: 1957--1964. Premiere victoire: France 1962. ,classements
classement_30,Eagle,Constructeur: Eagle. Nationalite: États-Unis. 1 victoires. Periode d'activite: 1966--1969. Premiere victoire: Belgique 1967. ,classements
classement_31,Hesketh,Constructeur: Hesketh. Nationalite: Royaume-Uni. 1 victoires. Periode d'activite: 1974--1978. Premiere victoire: Pays-Bas 1975. ,classements
classement_32,Penske,Constructeur: Penske. Nationalite: États-Unis. 1 victoires. Periode d'activite: 1974--1977. Premiere victoire: Autriche 1976. ,classements
classement_33,Shadow,Constructeur: Shadow. Nationalite: Royaume-Uni. 1 victoires. Periode d'activite: 1973--1980. Premiere victoire: Autriche 1977. ,classements
classement_34,Stewart,Constructeur: Stewart. Nationalite: Royaume-Uni. 1 victoires. Periode d'activite: 1997--1999. Premiere victoire: Europe 1999. ,classements
classement_35,BMW Sauber,Constructeur: BMW Sauber. Nationalite: Allemagne. 1 victoires. Periode d'activite: 1993--2018. Premiere victoire: Canada 2008. ,classements
classement_36,Racing Point,Constructeur: Racing Point. Nationalite: Royaume-Uni. 1 victoires. Periode d'activite: 2019--2020. Premiere victoire: Sakhir 2020. ,classements
