id,title,content,category
constructeur_45,Eifelland,Constructeur: Eifelland. Licence: Germany. Saisons actives: 1972. Victoires: 0.,constructeurs
constructeur_46,Emeryson,"Constructeur: Emeryson. Licence: United Kingdom. Saisons actives: 1956, 1961–1962. Victoires: 0.",constructeurs
constructeur_47,Eisenacher Motorenwerk,Constructeur: Eisenacher Motorenwerk. Licence: East Germany. Saisons actives: 1953. Victoires: 0.,constructeurs
constructeur_48,Ecurie Nationale Belge,Constructeur: Ecurie Nationale Belge. Licence: Belgium. Saisons actives: 1962. Victoires: 0.,constructeurs
constructeur_49,Ensign,Constructeur: Ensign. Licence: United Kingdom. Saisons actives: 1973–1982. Victoires: 0.,constructeurs
constructeur_50,English Racing Automobiles,Constructeur: English Racing Automobiles. Licence: United Kingdom. Saisons actives: 1950–1952. Victoires: 0.,constructeurs
constructeur_51,EuroBrun,Constructeur: EuroBrun. Licence: Italy. Saisons actives: 1988–1990. Victoires: 0.,constructeurs
constructeur_52,Ferguson Research Ltd.,Constructeur: Ferguson Research Ltd.. Licence: United Kingdom. Saisons actives: 1961. Victoires: 0.,constructeurs
constructeur_53,FIRST,Constructeur: FIRST. Licence: Italy. Saisons actives: 1989. Victoires: 0.,constructeurs
constructeur_54,Fittipaldi Automotive,Constructeur: Fittipaldi Automotive. Licence: Brazil. Saisons actives: 1975–1982. Victoires: 0.,constructeurs
constructeur_55,Fondmetal,Constructeur: Fondmetal. Licence: Italy. Saisons actives: 1991–1992. Victoires: 0.,constructeurs
constructeur_56,Force India,Constructeur: Force India. Licence: India. Saisons actives: 2008–2018. Victoires: 0.,constructeurs
constructeur_57,Forti,Constructeur: Forti. Licence: Italy. Saisons actives: 1995–1996. Victoires: 0.,constructeurs
constructeur_58,Frank Williams Racing Cars,Constructeur: Frank Williams Racing Cars. Licence: United Kingdom. Saisons actives: 1972–1976. Victoires: 0.,constructeurs
constructeur_59,Frazer-Nash,Constructeur: Frazer-Nash. Licence: United Kingdom. Saisons actives: 1952. Victoires: 0.,constructeurs
constructeur_60,Fry,Constructeur: Fry. Licence: United Kingdom. Saisons actives: 1959. Victoires: 0.,constructeurs
constructeur_61,Gilby Engineering,Constructeur: Gilby Engineering. Licence: United Kingdom. Saisons actives: 1961–1963. Victoires: 0.,constructeurs
constructeur_62,Gordini,Constructeur: Gordini. Licence: France. Saisons actives: 1952–1956. Victoires: 0.,constructeurs
constructeur_63,Greifzu,Constructeur: Greifzu. Licence: East Germany. Saisons actives: 1953. Victoires: 0.,constructeurs
constructeur_64,Hesketh,Constructeur: Hesketh. Licence: United Kingdom. Saisons actives: 1974–1978. Victoires: 1.,constructeurs
constructeur_65,Hill,Constructeur: Hill. Licence: United Kingdom. Saisons actives: 1975. Victoires: 0.,constructeurs
constructeur_66,HRT,Constructeur: HRT. Licence: Spain. Saisons actives: 2010–2012. Victoires: 0.,constructeurs
constructeur_67,Honda,"Constructeur: Honda. Licence: Japan. Saisons actives: 1964–1968, 2006–2008. Victoires: 3.",constructeurs
constructeur_68,HWM,Constructeur: HWM. Licence: United Kingdom. Saisons actives: 1951–1955. Victoires: 0.,constructeurs
constructeur_69,Jaguar,Constructeur: Jaguar. Licence: United Kingdom. Saisons actives: 2000–2004. Victoires: 0.,constructeurs
constructeur_70,JBW,Constructeur: JBW. Licence: United Kingdom. Saisons actives: 1959–1961. Victoires: 0.,constructeurs
constructeur_71,Jordan,Constructeur: Jordan. Licence: Ireland. Saisons actives: 1991–2005. Victoires: 4.,constructeurs
constructeur_72,Kauhsen,Constructeur: Kauhsen. Licence: Germany. Saisons actives: 1979. Victoires: 0.,constructeurs
constructeur_73,Klenk,Constructeur: Klenk. Licence: Germany. Saisons actives: 1954. Victoires: 0.,constructeurs
constructeur_74,Kojima,Constructeur: Kojima. Licence: Japan. Saisons actives: 1976–1977. Victoires: 0.,constructeurs
constructeur_75,Kurtis Kraft,Constructeur: Kurtis Kraft. Licence: United States. Saisons actives: 1950–1960. Victoires: 5.,constructeurs
constructeur_76,Lambo,Constructeur: Lambo. Licence: Italy. Saisons actives: 1991. Victoires: 0.,constructeurs
constructeur_77,Lancia,Constructeur: Lancia. Licence: Italy. Saisons actives: 1954–1955. Victoires: 0.,constructeurs
constructeur_78,Larrousse,Constructeur: Larrousse. Licence: France. Saisons actives: 1993–1994. Victoires: 0.,constructeurs
constructeur_79,LDS,"Constructeur: LDS. Licence: South Africa. Saisons actives: 1962–1963, 1965, 1967–1968. Victoires: 0.",constructeurs
constructeur_80,LEC,Constructeur: LEC. Licence: United Kingdom. Saisons actives: 1977. Victoires: 0.,constructeurs
constructeur_81,Leyton House,Constructeur: Leyton House. Licence: United Kingdom. Saisons actives: 1990–1991. Victoires: 0.,constructeurs
constructeur_82,Life,Constructeur: Life. Licence: Italy. Saisons actives: 1990. Victoires: 0.,constructeurs
constructeur_83,Ligier/Talbot Ligier,Constructeur: Ligier/Talbot Ligier. Licence: France. Saisons actives: 1976–1996. Victoires: 9.,constructeurs
constructeur_84,Lola,"Constructeur: Lola. Licence: United Kingdom. Saisons actives: 1962–1963, 1967–1968, 1974–1975, 1985–1991, 1993, 1997. Victoires: 0.",constructeurs
constructeur_85,Lotus (1958–1994),Constructeur: Lotus (1958–1994). Licence: United Kingdom. Saisons actives: 1958–1994. Victoires: 79.,constructeurs
constructeur_86,Lotus (2010–2011),Constructeur: Lotus (2010–2011). Licence: Malaysia. Saisons actives: 2010–2011. Victoires: 0.,constructeurs
constructeur_87,Lotus (2012–2015),Constructeur: Lotus (2012–2015). Licence: United Kingdom. Saisons actives: 2012–2015. Victoires: 2.,constructeurs
constructeur_88,Lyncar,Constructeur: Lyncar. Licence: United Kingdom. Saisons actives: 1974–1975. Victoires: 0.,constructeurs
constructeur_89,Maki,Constructeur: Maki. Licence: Japan. Saisons actives: 1974–1976. Victoires: 0.,constructeurs
constructeur_90,Manor,Constructeur: Manor. Licence: United Kingdom. Saisons actives: 2016. Victoires: 0.,constructeurs
constructeur_91,March,"Constructeur: March. Licence: United Kingdom. Saisons actives: 1970–1977, 1981–1982, 1987–1989, 1992. Victoires: 3.",constructeurs
constructeur_92,Martini,Constructeur: Martini. Licence: France. Saisons actives: 1978. Victoires: 0.,constructeurs
constructeur_93,Marussia,Constructeur: Marussia. Licence: Russia. Saisons actives: 2012–2015. Victoires: 0.,constructeurs
constructeur_94,Maserati,Constructeur: Maserati. Licence: Italy. Saisons actives: 1950–1960. Victoires: 9.,constructeurs
constructeur_95,Matra,Constructeur: Matra. Licence: France. Saisons actives: 1967–1972. Victoires: 9.,constructeurs
constructeur_96,MBM,Constructeur: MBM. Licence: Switzerland. Saisons actives: 1961. Victoires: 0.,constructeurs
constructeur_97,McGuire,Constructeur: McGuire. Licence: Australia. Saisons actives: 1977. Victoires: 0.,constructeurs
constructeur_98,Merzario,Constructeur: Merzario. Licence: Italy. Saisons actives: 1978–1979. Victoires: 0.,constructeurs
constructeur_99,Midland,Constructeur: Midland. Licence: Russia. Saisons actives: 2006. Victoires: 0.,constructeurs
constructeur_100,Milano,Constructeur: Milano. Licence: Italy. Saisons actives: 1950. Victoires: 0.,constructeurs
constructeur_101,Minardi,Constructeur: Minardi. Licence: Italy. Saisons actives: 1985–2005. Victoires: 0.,constructeurs
constructeur_102,Onyx,Constructeur: Onyx. Licence: United Kingdom. Saisons actives: 1989–1990. Victoires: 0.,constructeurs
constructeur_103,O.S.C.A.,"Constructeur: O.S.C.A.. Licence: Italy. Saisons actives: 1951–1953, 1958. Victoires: 0.",constructeurs
constructeur_104,Osella,Constructeur: Osella. Licence: Italy. Saisons actives: 1980–1990. Victoires: 0.,constructeurs
constructeur_105,Pacific,Constructeur: Pacific. Licence: United Kingdom. Saisons actives: 1994–1995. Victoires: 0.,constructeurs
constructeur_106,Parnelli,Constructeur: Parnelli. Licence: United States. Saisons actives: 1974–1976. Victoires: 0.,constructeurs
constructeur_107,Penske,Constructeur: Penske. Licence: United States. Saisons actives: 1974–1977. Victoires: 1.,constructeurs
constructeur_108,Porsche,Constructeur: Porsche. Licence: Germany. Saisons actives: 1957–1964. Victoires: 1.,constructeurs
constructeur_109,Prost,Constructeur: Prost. Licence: France. Saisons actives: 1997–2001. Victoires: 0.,constructeurs
constructeur_110,RAM,Constructeur: RAM. Licence: United Kingdom. Saisons actives: 1983–1985. Victoires: 0.,constructeurs
constructeur_111,Racing Point Force India,Constructeur: Racing Point Force India. Licence: United Kingdom. Saisons actives: 2018. Victoires: 0.,constructeurs
constructeur_112,Racing Point,Constructeur: Racing Point. Licence: United Kingdom. Saisons actives: 2019–2020. Victoires: 1.,constructeurs
constructeur_113,RE,Constructeur: RE. Licence: Rhodesia. Saisons actives: 1965. Victoires: 0.,constructeurs
constructeur_114,Renault,"Constructeur: Renault. Licence: France. Saisons actives: 1977–1985, 2002–2011, 2016–2020. Victoires: 35.",constructeurs
constructeur_115,Rebaque,Constructeur: Rebaque. Licence: Mexico. Saisons actives: 1979. Victoires: 0.,constructeurs
constructeur_116,Rial,Constructeur: Rial. Licence: Germany. Saisons actives: 1988–1989. Victoires: 0.,constructeurs
constructeur_117,Sauber/BMW Sauber/Kick Sauber,"Constructeur: Sauber/BMW Sauber/Kick Sauber. Licence: Switzerland. Saisons actives: 1993–2018, 2024–2025. Victoires: 1.",constructeurs
constructeur_118,Scarab,Constructeur: Scarab. Licence: United States. Saisons actives: 1960. Victoires: 0.,constructeurs
constructeur_119,Scirocco,Constructeur: Scirocco. Licence: United Kingdom. Saisons actives: 1963–1964. Victoires: 0.,constructeurs
constructeur_120,Shadow,Constructeur: Shadow. Licence: United States. Saisons actives: 1973–1980. Victoires: 1.,constructeurs
constructeur_121,Shannon,Constructeur: Shannon. Licence: United Kingdom. Saisons actives: 1966. Victoires: 0.,constructeurs
constructeur_122,Simca-Gordini,Constructeur: Simca-Gordini. Licence: France. Saisons actives: 1950–1953. Victoires: 0.,constructeurs
constructeur_123,Simtek,Constructeur: Simtek. Licence: United Kingdom. Saisons actives: 1994–1995. Victoires: 0.,constructeurs
constructeur_124,Spirit,Constructeur: Spirit. Licence: United Kingdom. Saisons actives: 1983–1985. Victoires: 0.,constructeurs
constructeur_125,Spyker,Constructeur: Spyker. Licence: Netherlands. Saisons actives: 2007. Victoires: 0.,constructeurs
constructeur_126,Stebro,Constructeur: Stebro. Licence: Canada. Saisons actives: 1963. Victoires: 0.,constructeurs
constructeur_127,Stewart,Constructeur: Stewart. Licence: United Kingdom. Saisons actives: 1997–1999. Victoires: 1.,constructeurs
constructeur_128,Super Aguri,Constructeur: Super Aguri. Licence: Japan. Saisons actives: 2006–2008. Victoires: 0.,constructeurs
constructeur_129,Surtees,Constructeur: Surtees. Licence: United Kingdom. Saisons actives: 1970–1978. Victoires: 0.,constructeurs
constructeur_130,SVA,Constructeur: SVA. Licence: Italy. Saisons actives: 1950. Victoires: 0.,constructeurs
constructeur_131,Talbot-Lago,Constructeur: Talbot-Lago. Licence: France. Saisons actives: 1950–1951. Victoires: 0.,constructeurs
constructeur_132,Tec-Mec,Constructeur: Tec-Mec. Licence: United States. Saisons actives: 1959. Victoires: 0.,constructeurs
constructeur_133,Tecno,Constructeur: Tecno. Licence: Italy. Saisons actives: 1972–1973. Victoires: 0.,constructeurs
constructeur_134,Theodore,"Constructeur: Theodore. Licence: Hong Kong. Saisons actives: 1978, 1981–1983. Victoires: 0.",constructeurs
constructeur_135,Token,Constructeur: Token. Licence: United Kingdom. Saisons actives: 1974. Victoires: 0.,constructeurs
constructeur_136,Toleman,Constructeur: Toleman. Licence: United Kingdom. Saisons actives: 1981–1985. Victoires: 0.,constructeurs
constructeur_137,Toro Rosso,Constructeur: Toro Rosso. Licence: Italy. Saisons actives: 2006–2019. Victoires: 1.,constructeurs
constructeur_138,Toyota,Constructeur: Toyota. Licence: Japan. Saisons actives: 2002–2009. Victoires: 0.,constructeurs
constructeur_139,Trojan,Constructeur: Trojan. Licence: United Kingdom. Saisons actives: 1974. Victoires: 0.,constructeurs
constructeur_140,Tyrrell,Constructeur: Tyrrell. Licence: United Kingdom. Saisons actives: 1970–1998. Victoires: 23.,constructeurs
constructeur_141,Vanwall,Constructeur: Vanwall. Licence: United Kingdom. Saisons actives: 1954–1960. Victoires: 9.,constructeurs
constructeur_142,Venturi,Constructeur: Venturi. Licence: France. Saisons actives: 1992. Victoires: 0.,constructeurs
constructeur_143,Veritas,Constructeur: Veritas. Licence: Germany. Saisons actives: 1951–1953. Victoires: 0.,constructeurs
constructeur_144,Virgin,Constructeur: Virgin. Licence: United Kingdom. Saisons actives: 2010–2011. Victoires: 0.,constructeurs
constructeur_145,Wolf,Constructeur: Wolf. Licence: Canada. Saisons actives: 1977–1979. Victoires: 3.,constructeurs
constructeur_146,Zakspeed,Constructeur: Zakspeed. Licence: Germany. Saisons actives: 1985–1989. Victoires: 0.,constructeurs
constructeur_147,Adams,Constructeur: Adams. Licence: United States. Base: United States. ,constructeurs
constructeur_148,Bromme,Constructeur: Bromme. Licence: United States. Base: United States. ,constructeurs
constructeur_149,Christensen,Constructeur: Christensen. Licence: United States. Base: United States. ,constructeurs
constructeur_150,Emil Diedt,Constructeur: Emil Diedt. Licence: United States. Base: United States. ,constructeurs
constructeur_151,Frank DelRoy,Constructeur: Frank DelRoy. Licence: United States. Base: United States. ,constructeurs
constructeur_152,Dunn,Constructeur: Dunn. Licence: United States. Base: United States. ,constructeurs
constructeur_153,Elder,Constructeur: Elder. Licence: United States. Base: United States. ,constructeurs
constructeur_154,Quin Epperly,Constructeur: Quin Epperly. Licence: United States. Base: United States. ,constructeurs
constructeur_155,Wayne Ewing,Constructeur: Wayne Ewing. Licence: United States. Base: United States. ,constructeurs
constructeur_156,Hall,Constructeur: Hall. Licence: United States. Base: United States. ,constructeurs
constructeur_157,Eddie Kuzma,Constructeur: Eddie Kuzma. Licence: United States. Base: United States. ,constructeurs
constructeur_158,Langley,Constructeur: Langley. Licence: United States. Base: United States. ,constructeurs
constructeur_159,Lesovsky,Constructeur: Lesovsky. Licence: United States. Base: United States. ,constructeurs
constructeur_160,Carl Marchese,Constructeur: Carl Marchese. Licence: United States. Base: United States. ,constructeurs
constructeur_161,Meskowski,Constructeur: Meskowski. Licence: United States. Base: United States. ,constructeurs
constructeur_162,Lou Moore,Constructeur: Lou Moore. Licence: United States. Base: United States. ,constructeurs
constructeur_163,Nichels,Constructeur: Nichels. Licence: United States. Base: United States. ,constructeurs
constructeur_164,Olson,Constructeur: Olson. Licence: United States. Base: United States. ,constructeurs
constructeur_165,Pankratz,Constructeur: Pankratz. Licence: United States. Base: United States. ,constructeurs
constructeur_166,Pawl,Constructeur: Pawl. Licence: United States. Base: United States. ,constructeurs
constructeur_167,Phillips,Constructeur: Phillips. Licence: United States. Base: United States. ,constructeurs
constructeur_168,Johnny Rae,Constructeur: Johnny Rae. Licence: United States. Base: United States. ,constructeurs
constructeur_169,George Salih,Constructeur: George Salih. Licence: United States. Base: United States. ,constructeurs
constructeur_170,Schroeder,Constructeur: Schroeder. Licence: United States. Base: United States. ,constructeurs
constructeur_171,Sherman,Constructeur: Sherman. Licence: United States. Base: United States. ,constructeurs
constructeur_172,Russ Snowberger,Constructeur: Russ Snowberger. Licence: United States. Base: United States. ,constructeurs
constructeur_173,Stevens,Constructeur: Stevens. Licence: United States. Base: United States. ,constructeurs
constructeur_174,Sutton,Constructeur: Sutton. Licence: United States. Base: United States. ,constructeurs
constructeur_175,Trevis,Constructeur: Trevis. Licence: United States. Base: United States. ,constructeurs
constructeur_176,Turner,Constructeur: Turner. Licence: United States. Base: United States. ,constructeurs
constructeur_177,A. J. Watson,Constructeur: A. J. Watson. Licence: United States. Base: United States. ,constructeurs
constructeur_178,Wetteroth,Constructeur: Wetteroth. Licence: United States. Base: United States. ,constructeurs
constructeur_179,AE Moss,Constructeur: AE Moss. Licence: United Kingdom. Saisons actives: 1954. ,constructeurs
constructeur_180,Bernard White Racing,Constructeur: Bernard White Racing. Licence: United Kingdom. Saisons actives: 1966–1968. ,constructeurs
constructeur_181,BMS Scuderia Italia,Constructeur: BMS Scuderia Italia. Licence: Italy. Saisons actives: 1988–1993. ,constructeurs
constructeur_182,British Formula One Racing Team,Constructeur: British Formula One Racing Team. Licence: United Kingdom. Saisons actives: 1977. ,constructeurs
constructeur_183,BS Fabrications,Constructeur: BS Fabrications. Licence: United Kingdom. Saisons actives: 1976–1978. ,constructeurs
constructeur_184,Camoradi International,Constructeur: Camoradi International. Licence: United States. Saisons actives: 1959–1961. ,constructeurs
constructeur_185,DW Racing Enterprises,Constructeur: DW Racing Enterprises. Licence: United Kingdom. Saisons actives: 1963–1967. ,constructeurs
constructeur_186,Ecurie Belge,Constructeur: Ecurie Belge. Licence: Belgium. Saisons actives: 1950–1953. ,constructeurs
constructeur_187,Ecurie Bleue,"Constructeur: Ecurie Bleue. Licence: France. Saisons actives: 1950, 1959–1960. ",constructeurs
constructeur_188,Ecurie Bonnier,"Constructeur: Ecurie Bonnier. Licence: Sweden. Saisons actives: 1957–1958, 1966–1971. ",constructeurs
constructeur_189,Ecurie Ecosse,Constructeur: Ecurie Ecosse. Licence: United Kingdom. Saisons actives: 1952–1954. ,constructeurs
constructeur_190,Ecurie Espadon,Constructeur: Ecurie Espadon. Licence: Switzerland. Saisons actives: 1950–1952. ,constructeurs
constructeur_191,Ecurie Lutetia,Constructeur: Ecurie Lutetia. Licence: France. Saisons actives: 1950. ,constructeurs
constructeur_192,Ecurie Maarsbergen,Constructeur: Ecurie Maarsbergen. Licence: Netherlands. Saisons actives: 1957–1964. ,constructeurs
constructeur_193,Ecurie Rosier,Constructeur: Ecurie Rosier. Licence: France. Saisons actives: 1950–1956. ,constructeurs
constructeur_194,Enrico Platé,Constructeur: Enrico Platé. Licence: Switzerland. Saisons actives: 1950–1953. ,constructeurs
constructeur_195,Equipe Banco Occidental,Constructeur: Equipe Banco Occidental. Licence: Spain. Saisons actives: 1981. ,constructeurs
constructeur_196,Equipe Moss,Constructeur: Equipe Moss. Licence: United Kingdom. Saisons actives: 1954. ,constructeurs
constructeur_197,Escuderia Bandeirantes,Constructeur: Escuderia Bandeirantes. Licence: Brazil. Saisons actives: 1951–1953. ,constructeurs
constructeur_198,FISA,Constructeur: FISA. Licence: Italy. Saisons actives: 1961. Victoires: 1.,constructeurs
constructeur_199,FR Gerard Cars,"Constructeur: FR Gerard Cars. Licence: United Kingdom. Saisons actives: 1950–1951, 1953–1954, 1956–1957. ",constructeurs
constructeur_200,Goldie Hexagon Racing,Constructeur: Goldie Hexagon Racing. Licence: United Kingdom. Saisons actives: 1974. ,constructeurs
constructeur_201,John Willment Automobiles,Constructeur: John Willment Automobiles. Licence: Australia. Saisons actives: 1964–1965. ,constructeurs
constructeur_202,Matra International,Constructeur: Matra International. Licence: United Kingdom. Saisons actives: 1968–1969. Victoires: 10.,constructeurs
constructeur_203,Mecom Racing Team,Constructeur: Mecom Racing Team. Licence: United States. Saisons actives: 1962. ,constructeurs
constructeur_204,North American Racing Team,"Constructeur: North American Racing Team. Licence: United States. Saisons actives: 1964–1965, 1969. ",constructeurs
constructeur_205,Otelle Nucci,"Constructeur: Otelle Nucci. Licence: South Africa. Saisons actives: 1962–1963, 1965. ",constructeurs
constructeur_206,Reg Parnell Racing,"Constructeur: Reg Parnell Racing. Licence: United Kingdom. Saisons actives: 1959, 1961–1969. ",constructeurs
constructeur_207,Rob Walker Racing Team,"Constructeur: Rob Walker Racing Team. Licence: United Kingdom. Saisons actives: 1953–1955, 1957–1970. Victoires: 9.",constructeurs
constructeur_208,Scuderia Achille Varzi,Constructeur: Scuderia Achille Varzi. Licence: Italy. Saisons actives: 1950. ,constructeurs
constructeur_209,Scuderia Ambrosiana,"Constructeur: Scuderia Ambrosiana. Licence: Italy. Saisons actives: 1950–1951, 1954. ",constructeurs
constructeur_210,Scuderia Centro Sud,"Constructeur: Scuderia Centro Sud. Licence: Italy. Saisons actives: 1957–1961, 1963–1965. ",constructeurs
constructeur_211,Scuderia Filipinetti,Constructeur: Scuderia Filipinetti. Licence: Switzerland. Saisons actives: 1962–1963. ,constructeurs
constructeur_212,Scuderia Franera,Constructeur: Scuderia Franera. Licence: United Kingdom. Saisons actives: 1952. ,constructeurs
constructeur_213,Scuderia Sant'Ambroeus,Constructeur: Scuderia Sant'Ambroeus. Licence: Italy. Saisons actives: 1961. ,constructeurs
constructeur_214,Scuderia Sud Americana,Constructeur: Scuderia Sud Americana. Licence: Argentina. Saisons actives: 1958. ,constructeurs
constructeur_215,Silvio Moser Racing Team,"Constructeur: Silvio Moser Racing Team. Licence: Switzerland. Saisons actives: 1966, 1969–1970. ",constructeurs
constructeur_216,T.A.S.O. Mathieson,Constructeur: T.A.S.O. Mathieson. Licence: United Kingdom. Saisons actives: 1953. ,constructeurs
constructeur_217,Team Gunston,"Constructeur: Team Gunston. Licence: Rhodesia. Saisons actives: 1962–1963, 1965, 1967–1972, 1974–1975. ",constructeurs
